;sample_full;tax_rank;taxid;abundance;Kingdom;Phylum;Class;Order;Family;Genus;Species
348;ProLFneuk2;16;N42471_3572;0.009422027;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Lacunisphaera;NA
349;ProCg1;11;N33606_6431;0.014943522;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira;NA
350;ProCg2;12;N33606_6431;0.012873092;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira;NA
351;ProCg3;15;N33606_6431;0.013718264;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira;NA
352;ProLAneug3;9;N33606_6431;0.019576843;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira;NA
353;ProLFneug2;15;N33606_6431;0.003611046;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira;NA
354;ProPAaltg1;19;N33606_6431;0.005578611;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira;NA
355;ProPSaltg2;13;N33606_6431;0.006583521;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira;NA
356;ProLFaltk3;10;N855_4224;0.014701733;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Pedosphaeraceae Family;NA
357;ProCg2;20;N8400_2662;0.010252905;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Planctomycetales Order;Planctomycetales Order;NA
358;ProCk1;3;N8400_2662;0.037386493;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Planctomycetales Order;Planctomycetales Order;NA
359;ProCk2;3;N8400_2662;0.034538594;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Planctomycetales Order;Planctomycetales Order;NA
360;ProCk3;1;N8400_2662;0.080605289;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Planctomycetales Order;Planctomycetales Order;NA
361;ProLAaltk1;13;N7386_14173;0.009362172;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
362;ProLAaltk2;8;N7386_14173;0.030488323;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
363;ProLAneuk2;9;N7386_14173;0.02302749;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
364;ProLFaltk2;6;N7386_14173;0.026946177;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
365;ProLFaltk3;3;N7386_14173;0.048619827;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
366;ProLFneuk1;9;N7386_14173;0.014186328;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
367;ProLFneuk2;7;N7386_14173;0.016205405;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
368;ProLFneuk3;9;N7386_14173;0.018356757;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
369;ProPAaltk1;3;N7386_14173;0.050820199;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
370;ProPAaltk3;12;N7386_14173;0.016318786;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
371;ProPAneuk2;7;N7386_14173;0.029656774;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
372;ProPAneuk3;2;N7386_14173;0.115289051;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
373;ProPSaltk1;15;N7386_14173;0.009835244;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
374;ProPSaltk2;9;N7386_14173;0.026243964;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
375;ProPSaltk3;6;N7386_14173;0.029333711;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
376;ProPSneuk1;3;N7386_14173;0.110667;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
377;ProPSneuk3;8;N7386_14173;0.022298456;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinivorax;NA
378;ProLAaltk1;19;N33372_4247;0.00612142;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella;NA
379;ProLAaltk2;19;N33372_4247;0.010530786;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella;NA
380;ProLAneug2;18;N33372_4247;0.007418648;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella;NA
381;ProLAneuk1;17;N33372_4247;0.013923698;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella;NA
382;ProLFaltg3;20;N33372_4247;0.001784373;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella;NA
383;ProPAaltk1;6;N33372_4247;0.035886597;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella;NA
384;ProPSaltg1;16;N33372_4247;0.010679776;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella;NA
385;ProPSaltg2;20;N33372_4247;0.004538949;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella;NA
386;ProPSneuk1;19;N33372_4247;0.008118911;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella;NA
387;ProPAneuk1;15;N11064_1549;0.013419913;Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;Candidatus Bealeia;NA
388;ProCg1;20;N49137_1311;0.008961659;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;NA
389;ProCg2;11;N49137_1311;0.014581909;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;NA
390;ProCk2;13;N49137_1311;0.015092994;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;NA
391;ProLAaltk3;17;N22382_8212;0.012688643;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
392;ProLAneug2;19;N22382_8212;0.007081437;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
393;ProLAneuk3;14;N22382_8212;0.011200618;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
394;ProLFaltg1;12;N22382_8212;0.014241724;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
395;ProLFaltg2;15;N22382_8212;0.011450382;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
396;ProLFaltk2;12;N22382_8212;0.016812374;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
397;ProLFneug1;15;N22382_8212;0.003062515;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
398;ProLFneug2;20;N22382_8212;0.002727769;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
399;ProLFneuk2;15;N22382_8212;0.009952167;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
400;ProLFneuk3;12;N22382_8212;0.014140541;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
401;ProPAaltg2;19;N22382_8212;0.007475618;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
402;ProPAaltk3;9;N22382_8212;0.018532574;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
403;ProPAneug1;12;N22382_8212;0.02041196;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
404;ProPAneug2;14;N22382_8212;0.008271378;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
405;ProPAneug3;16;N22382_8212;0.006999519;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
406;ProPSaltg1;18;N22382_8212;0.009154094;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
407;ProPSaltk2;17;N22382_8212;0.010357618;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
408;ProPSneug1;15;N22382_8212;0.018869187;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
409;ProPSneug2;9;N22382_8212;0.01572463;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
410;ProPSneug3;9;N22382_8212;0.020263249;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
411;ProPSneuk1;15;N22382_8212;0.010242318;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
412;ProCg1;8;N49583_4083;0.018137115;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
413;ProCg2;8;N49583_4083;0.0215311;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
414;ProCg3;6;N49583_4083;0.031326781;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
415;ProLAaltk1;20;N49583_4083;0.005881364;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
416;ProLAaltk3;7;N49583_4083;0.027414777;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
417;ProLFaltk1;8;N49583_4083;0.026876187;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
418;ProLFneuk1;13;N49583_4083;0.010405324;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
419;ProLFneuk3;13;N49583_4083;0.012237838;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
420;ProPAaltk1;18;N49583_4083;0.013738915;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
421;ProPAaltk2;12;N49583_4083;0.016997167;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
422;ProPAneuk1;20;N49583_4083;0.01010101;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
423;ProPSaltk3;18;N49583_4083;0.010432915;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
424;ProPSneug1;19;N49583_4083;0.012111074;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
425;ProPSneuk2;20;N49583_4083;0.011771577;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
426;ProPSneuk3;19;N49583_4083;0.011026709;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
427;ProLFaltg1;7;N58054_2533;0.029926867;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;Micavibrionaceae Family;NA
428;ProLFaltg2;9;N58054_2533;0.021310433;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;Micavibrionaceae Family;NA
429;ProLFaltk1;19;N58054_2533;0.012753722;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;Micavibrionaceae Family;NA
430;ProPAaltk3;16;N58054_2533;0.01087919;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;Micavibrionaceae Family;NA
431;ProPSaltg2;19;N58054_2533;0.004661623;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;Micavibrionaceae Family;NA
432;ProLFneuk3;11;N49548_6918;0.016551351;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;Cellvibrio;NA
433;ProCg3;10;N54995_6333;0.017199017;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Candidatus Finniella;NA
434;ProLAaltg2;16;N54995_6333;0.004769475;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Candidatus Finniella;NA
435;ProLAaltg3;17;N67867_6805;0.011838006;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;NA
436;ProLAneug1;16;N67867_6805;0.0151399;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;NA
437;ProLFaltg1;15;N67867_6805;0.012605851;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;NA
438;ProLFaltg2;18;N67867_6805;0.007315522;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;NA
439;ProLFneug3;5;N67867_6805;0.007846438;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;NA
440;ProPAaltg2;8;N67867_6805;0.019604931;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;NA
441;ProPAaltg3;12;N67867_6805;0.012628425;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;NA
442;ProPAaltk1;20;N67867_6805;0.01116574;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;NA
443;ProPAneug1;7;N67867_6805;0.034019934;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;NA
444;ProPAneug2;8;N67867_6805;0.01737955;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;NA
445;ProPAneug3;4;N67867_6805;0.062695266;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;NA
446;ProPSaltg2;10;N67867_6805;0.009527704;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;NA
447;ProPSaltk3;13;N67867_6805;0.01249924;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;NA
448;ProLFneug2;19;N18370_3799;0.002961577;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;AAP99;NA
449;ProPAneug1;4;N18370_3799;0.057222591;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;AAP99;NA
450;ProPAneug2;7;N18370_3799;0.020952013;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;AAP99;NA
451;ProPAneug3;6;N18370_3799;0.036018986;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;AAP99;NA
452;ProCg2;10;N29777_6890;0.014581909;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
453;ProCk1;2;N29777_6890;0.043274688;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
454;ProCk3;5;N29777_6890;0.031463031;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
455;ProLAaltg2;15;N29777_6890;0.005166932;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
456;ProLAaltg3;14;N29777_6890;0.012461059;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
457;ProLAaltk2;10;N29777_6890;0.01940552;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
458;ProLAaltk3;2;N29777_6890;0.087808785;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
459;ProLAneug1;11;N29777_6890;0.018206209;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
460;ProLAneug2;20;N29777_6890;0.007081437;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
461;ProLAneug3;8;N29777_6890;0.022645896;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
462;ProLAneuk1;14;N29777_6890;0.019214703;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
463;ProLAneuk2;14;N29777_6890;0.01115673;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
464;ProLAneuk3;16;N29777_6890;0.009103951;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
465;ProLFaltk1;11;N29777_6890;0.020828249;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
466;ProLFaltk2;17;N29777_6890;0.015305058;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
467;ProLFneug3;19;N29777_6890;0.001520417;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
468;ProLFneuk1;8;N29777_6890;0.014216576;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
469;ProLFneuk2;20;N29777_6890;0.006602648;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
470;ProLFneuk3;8;N29777_6890;0.021935135;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
471;ProPAaltg2;6;N29777_6890;0.020050498;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
472;ProPAaltg3;17;N29777_6890;0.007705479;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
473;ProPAaltk2;17;N29777_6890;0.011331445;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
474;ProPAaltk3;4;N29777_6890;0.029949399;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
475;ProPAneuk1;12;N29777_6890;0.018181818;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
476;ProPAneuk2;8;N29777_6890;0.029337197;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
477;ProPAneuk3;10;N29777_6890;0.024681133;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
478;ProPSaltg1;14;N29777_6890;0.012120698;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
479;ProPSaltg2;15;N29777_6890;0.006092824;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
480;ProPSaltg3;15;N29777_6890;0.005178735;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
481;ProPSaltk1;13;N29777_6890;0.010774917;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
482;ProPSaltk2;16;N29777_6890;0.010497586;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
483;ProPSaltk3;10;N29777_6890;0.018495634;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
484;ProPSneug1;4;N29777_6890;0.045834727;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
485;ProPSneug2;10;N29777_6890;0.015346374;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
486;ProPSneug3;6;N29777_6890;0.023149752;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
487;ProPSneuk1;9;N29777_6890;0.016737447;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
488;ProPSneuk2;19;N29777_6890;0.011771577;Bacteria;Planctomycetota;vadinHA49;vadinHA49_unclassified;vadinHA49_unclassified;vadinHA49_unclassified;NA
489;ProCk1;12;N14464_508;0.016671396;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1;NA
490;ProCk2;16;N14464_508;0.013607463;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1;NA
491;ProCk3;19;N14464_508;0.010562589;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1;NA
492;ProLFaltk3;15;N45735_1160;0.011811981;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Sulfurisoma;NA
493;ProLAaltg1;7;N43880_36659;0.011732016;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
494;ProLAaltg3;3;N43880_36659;0.083281412;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
495;ProLAaltk1;18;N43880_36659;0.006145426;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
496;ProLAaltk2;6;N43880_36659;0.045392781;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
497;ProLAaltk3;12;N43880_36659;0.016777675;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
498;ProLAneug1;13;N43880_36659;0.017439632;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
499;ProLAneug3;10;N43880_36659;0.019576843;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
500;ProLAneuk1;22;N43880_36659;0.011695906;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
501;ProLAneuk2;10;N43880_36659;0.019189575;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
502;ProLFaltg3;2;N43880_36659;0.019628099;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
503;ProLFaltk1;3;N43880_36659;0.04881853;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
504;ProLFaltk2;7;N43880_36659;0.025531619;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
505;ProLFneug1;2;N43880_36659;0.016244646;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
506;ProLFneug2;4;N43880_36659;0.023536747;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
507;ProLFneug3;2;N43880_36659;0.039232189;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
508;ProPAaltg1;10;N43880_36659;0.00975123;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
509;ProPAaltk3;5;N43880_36659;0.028842505;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
510;ProPAneug2;2;N43880_36659;0.145087059;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
511;ProPAneug3;2;N43880_36659;0.139870224;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
512;ProPAneuk2;6;N43880_36659;0.034045636;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
513;ProPSaltg1;2;N43880_36659;0.135022885;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
514;ProPSaltg2;4;N43880_36659;0.03851973;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
515;ProPSaltg3;2;N43880_36659;0.07167736;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
516;ProPSaltk1;3;N43880_36659;0.030883919;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
517;ProPSaltk3;1;N43880_36659;0.193849644;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
518;ProPSneug2;2;N43880_36659;0.116718902;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
519;ProPSneuk1;5;N43880_36659;0.053210092;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
520;ProPSneuk2;5;N43880_36659;0.050500966;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
521;ProPSneuk3;13;N43880_36659;0.012660296;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;HdN1;NA
